post_id,text,post_text,shared_text,time,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,link,user_id,username,is_live,factcheck,shared_post_id,shared_time,shared_user_id,shared_username,shared_post_url,images
481531696566846,"Nous y sommes presque ! L’album est à la porte ! #20_TITRES !

L’album arrive, ça s’appelle ""Allumez la lumière""
Bientôt la date de la sortie officielle !
#ON_VA_ÉTONNER_LE_MONDE 🌕","Nous y sommes presque ! L’album est à la porte ! #20_TITRES !

L’album arrive, ça s’appelle ""Allumez la lumière""
Bientôt la date de la sortie officielle !
#ON_VA_ÉTONNER_LE_MONDE 🌕",,2021-02-15 21:18:38,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/150485273_481531306566885_8078968033059017572_o.jpg?_nc_cat=110&ccb=1-3&_nc_sid=110474&_nc_ohc=PeRywgNoGjkAX-8sffc&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=bed451b9341f7a456dcf5c12353e3731&oe=607C5320,,,,4870,247,0,https://facebook.com/ksbloomofficiel/posts/481531696566846,,112105906842762,Ks Bloom,False,,,,,,,['https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/150485273_481531306566885_8078968033059017572_o.jpg?_nc_cat=110&ccb=1-3&_nc_sid=110474&_nc_ohc=PeRywgNoGjkAX-8sffc&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=bed451b9341f7a456dcf5c12353e3731&oe=607C5320']
481528616567154,,,,2021-02-15 21:10:25,https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/151046451_481528566567159_466769100986573519_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=85a577&_nc_ohc=87vlmHnuogIAX8a1RxQ&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=70bd1054dbd6d1dfeed2b2353ff4ced1&oe=607B0AAC,,,,2008,88,0,https://facebook.com/ksbloomofficiel/posts/481528563233826,,112105906842762,Ks Bloom,False,,,,,,,"['https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/151046451_481528566567159_466769100986573519_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=85a577&_nc_ohc=87vlmHnuogIAX8a1RxQ&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=70bd1054dbd6d1dfeed2b2353ff4ced1&oe=607B0AAC', 'https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/151046451_481528566567159_466769100986573519_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=85a577&_nc_ohc=87vlmHnuogIAX8a1RxQ&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=70bd1054dbd6d1dfeed2b2353ff4ced1&oe=607B0AAC', 'https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/151046451_481528566567159_466769100986573519_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=85a577&_nc_ohc=87vlmHnuogIAX8a1RxQ&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=70bd1054dbd6d1dfeed2b2353ff4ced1&oe=607B0AAC']"
480310390022310,"🔥 Rap d'Honneur ❤️

Rap d'Honneur
February 8 at 12:16 PM ·

Le son du moment ! En enfer y'a pas glaçon 😆
ASAPH du ciel feat Ks Bloom

👉▶️ : https://youtu.be/vSdxTwZWuYM",🔥 Rap d'Honneur ❤️,"Rap d'Honneur
February 8 at 12:16 PM ·

Le son du moment ! En enfer y'a pas glaçon 😆
ASAPH du ciel feat Ks Bloom

👉▶️ : https://youtu.be/vSdxTwZWuYM",2021-02-13 23:30:29,,https://video-cdg2-1.xx.fbcdn.net/v/t42.1790-2/146722947_417085442915277_6449201929115165732_n.mp4?_nc_cat=111&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=4wYDejVl2NkAX-S9oZM&_nc_oc=AQmQq9I0gZ4GwyakqXKMKtUYH0oGqwKBafTanP8CeqZ_pSD7fj5tXc_HZ7IBJzlcWgpZOXtVTfoC6Z_xrirpAKPB&_nc_ht=video-cdg2-1.xx&oh=4dc67adc16fae4ff200cc86cd0204a34&oe=6054FACD,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/137504829_425022778773435_8423539599689651882_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=ZUtTcrBKKSYAX_nsBvj&_nc_ht=scontent-cdt1-1.xx&tp=9&oh=13059583534db814da53bcd86bdea9ae&oe=607B1756,425015638774149,1124,49,123,https://facebook.com/ksbloomofficiel/posts/480310390022310,https://youtu.be/vSdxTwZWuYM,112105906842762,Ks Bloom,False,,2801067553475204,2021-02-08 12:16:00,2167564520158847,Rap d'Honneur,https://facebook.com/story.php?story_fbid=2801067553475204&id=2167564520158847,[]
477768370276512,"j’te parle de JÉSUS CHRIST tu m’écoute pas à cause de boisson ?
Faut faire attention ! Man en enfer y’a pas ...?

——
ASAPH du ciel feat Ks Bloom enfin disponible sur #youtube
👉▶️ : https://youtu.be/vSdxTwZWuYM
—
whatsapp (TEAM KS BLOOM) : +225 09250357
L’album arrive ça s’appelle ""Allumez la lumière""
#on_va_etonner_le_monde 🌕","j’te parle de JÉSUS CHRIST tu m’écoute pas à cause de boisson ?
Faut faire attention ! Man en enfer y’a pas ...?

——
ASAPH du ciel feat Ks Bloom enfin disponible sur #youtube
👉▶️ : https://youtu.be/vSdxTwZWuYM
—
whatsapp (TEAM KS BLOOM) : +225 09250357
L’album arrive ça s’appelle ""Allumez la lumière""
#on_va_etonner_le_monde 🌕",,2021-02-09 20:43:27,https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/148666636_477764150276934_3125251160850326508_o.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=rZUkVaiPD00AX-RizHa&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=fa1a5021ab34986f59fb44e4bc387c1e&oe=607A8309,,,,12342,619,0,https://facebook.com/ksbloomofficiel/posts/477768370276512,https://youtu.be/vSdxTwZWuYM,112105906842762,Ks Bloom,False,,,,,,,['https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/148666636_477764150276934_3125251160850326508_o.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=rZUkVaiPD00AX-RizHa&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=fa1a5021ab34986f59fb44e4bc387c1e&oe=607A8309']
476634780389871,"En enfer y'a pas glaçon !
ASAPH du ciel feat Ks Bloom disponible sur #youtube

👉▶️ : https://youtu.be/vSdxTwZWuYM

L' album arrive , ça s'appelle "" Allumez La Lumière ""
#on_va_etonner_le_monde 🌕","En enfer y'a pas glaçon !
ASAPH du ciel feat Ks Bloom disponible sur #youtube

👉▶️ : https://youtu.be/vSdxTwZWuYM

L' album arrive , ça s'appelle "" Allumez La Lumière ""
#on_va_etonner_le_monde 🌕",,2021-02-07 21:51:16,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/146939827_2783119385263257_5545866517339834452_n.mp4?_nc_cat=106&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=CDIku0x3Hp0AX-bCC0n&_nc_ht=video-cdt1-1.xx&oh=c02e6f9fcab8c906634e12827bf577ca&oe=6054F5CD,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/142999144_1114301472338785_4366734950006529911_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=btj5NY1kGr4AX9STiPn&_nc_ht=scontent-cdt1-1.xx&tp=9&oh=4fb934e5019d98e25d47e6b616032864&oe=60792763,1114300459005553,12059,626,0,https://facebook.com/ksbloomofficiel/videos/1114300459005553,https://youtu.be/vSdxTwZWuYM,112105906842762,Ks Bloom,False,,,,,,,[]
474766670576682,"ASAPH du ciel feat #ks_bloom |
Disponible ce dimanche 7 février sur #YouTube ▶️.
——————
L’album arrive ça s’appelle
#allumez_la_lumière 📀
#on_va_étonner_le_monde 🌎
👉 ▶️ : https://youtu.be/QTWOvEo54nk","ASAPH du ciel feat #ks_bloom |
Disponible ce dimanche 7 février sur #YouTube ▶️.
——————
L’album arrive ça s’appelle
#allumez_la_lumière 📀
#on_va_étonner_le_monde 🌎
👉 ▶️ : https://youtu.be/QTWOvEo54nk",,2021-02-04 20:05:50,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/146456049_474764503910232_1336782311516729988_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=98UHR27LdSYAX_UJlM4&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=040147f979459ad5d06074148d75d034&oe=607AB068,,,,6127,167,0,https://facebook.com/ksbloomofficiel/posts/474766670576682,https://youtu.be/QTWOvEo54nk,112105906842762,Ks Bloom,False,,,,,,,['https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/146456049_474764503910232_1336782311516729988_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=98UHR27LdSYAX_UJlM4&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=040147f979459ad5d06074148d75d034&oe=607AB068']
471132864273396,"ASAPH du ciel feat #ks_bloom !
En exclu sur TRACE Gospel !
—————
Clip Disponible le 7 février sur #YouTube ▶️.
——————
L’album arrive ça s’appelle
#allumez_la_lumière 📀
#on_va_étonner_le_monde 🌎","ASAPH du ciel feat #ks_bloom !
En exclu sur TRACE Gospel !
—————
Clip Disponible le 7 février sur #YouTube ▶️.
——————
L’album arrive ça s’appelle
#allumez_la_lumière 📀
#on_va_étonner_le_monde 🌎",,2021-01-29 22:22:11,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/144323261_1256516048083851_8731594122235226745_n.mp4?_nc_cat=105&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=Aj1un__WvN4AX_jFI1F&_nc_ht=video-cdt1-1.xx&oh=3bfbf0e088ae34589b9c2f571e099731&oe=6054FB55,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/132997910_439053720845106_6728059530638410197_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=v9aQ5YW8jo0AX_LDb3l&_nc_oc=AQk6_s_ba6wzbclu-3YJJluMY_wgwrjP6_LBjrc4pET-6M_XzB4io5LW-gLSiMGgLa29RZeudplqQ3GfS-Mc6rOi&_nc_ht=scontent-cdt1-1.xx&tp=3&oh=bcf40f70bbe190b26769708211b8dbe5&oe=607C41D9,439051100845368,3504,160,0,https://facebook.com/ksbloomofficiel/videos/439051100845368,,112105906842762,Ks Bloom,False,,,,,,,[]
470800107640005,"JÉSUS EST HAMBURGER ! satan est ... !!!

Rap d'Honneur
July 21, 2020 at 8:30 PM ·

tchiaaa LE SON EST MAL DOUX ! nous on t'aime quand meme orh! so so so so ! tchiaaaaa 😭💔💃

➖ : https://youtu.be/QTWOvEo54nk",JÉSUS EST HAMBURGER ! satan est ... !!!,"Rap d'Honneur
July 21, 2020 at 8:30 PM ·

tchiaaa LE SON EST MAL DOUX ! nous on t'aime quand meme orh! so so so so ! tchiaaaaa 😭💔💃

➖ : https://youtu.be/QTWOvEo54nk",2021-01-29 10:18:23,,https://video-cdg2-1.xx.fbcdn.net/v/t42.9040-2/115846272_674658843118966_3120353187299891717_n.mp4?_nc_cat=102&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=gvSbz4tdj74AX9rhkok&_nc_ht=video-cdg2-1.xx&oh=dca86c8c95504cb68cb19011b40180ae&oe=6054FD4B,https://scontent-cdg2-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/109359076_285310536040053_1829775385822636204_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=zZ3OSFSQ-XcAX_ycQys&_nc_ht=scontent-cdg2-1.xx&tp=9&oh=a1b1b606ebd997386df4764f3c8ba029&oe=6079D08E,285296649374775,1931,98,379,https://facebook.com/ksbloomofficiel/posts/470800107640005,https://youtu.be/QTWOvEo54nk,112105906842762,Ks Bloom,False,,2623375891244372,2020-07-21 20:30:00,2167564520158847,Rap d'Honneur,https://facebook.com/story.php?story_fbid=2623375891244372&id=2167564520158847,[]
469162251137124,"❤️ Kouadio Hugues

Clip 👉 ▶️ : https://youtu.be/QTWOvEo54nk","❤️ Kouadio Hugues

Clip 👉 ▶️ : https://youtu.be/QTWOvEo54nk",,2021-01-26 17:36:15,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/141729362_827974894453457_6353652681782103258_n.mp4?_nc_cat=103&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=uT-qt06CMkAAX_e3flx&_nc_ht=video-cdt1-1.xx&oh=c9f3231e192ca36b1642b90bb7c8bee7&oe=6054F720,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/130858495_419963759270712_8693816646327225450_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=rL2jM3bDHU0AX9xPrZc&_nc_ht=scontent-cdt1-1.xx&tp=3&oh=ac601a5b5b69739e55be17828a3632ad&oe=607BE5AC,419961469270941,5672,209,0,https://facebook.com/ksbloomofficiel/videos/419961469270941,https://youtu.be/QTWOvEo54nk,112105906842762,Ks Bloom,False,,,,,,,[]
466671491386200,"Je suis fière d’être le fils spirituel de cet homme ❤️

Pasteur Mohammed Sanogo
January 22 at 2:02 PM ·

🔴 𝐍𝐄 𝐓𝐄 𝐋𝐀𝐈𝐒𝐒𝐄 𝐏𝐀𝐒 𝐓𝐑𝐎𝐌𝐏𝐄𝐑 𝐏𝐀𝐑 𝐂𝐄𝐒 𝐂𝐇𝐎𝐒𝐄𝐒 - 𝐏𝐀𝐒𝐓𝐄𝐔𝐑 𝐌𝐎𝐇𝐀𝐌𝐌𝐄𝐃 𝐒𝐀𝐍𝐎𝐆𝐎

""Ne savez-vous pas que les injustes n'hériteront point le royaume de Dieu? Ne vous y trompez pas: ni les impudiques, ni les idolâtres, ni les adultères, ni les efféminés, ... n'hériteront le royaume de Dieu "" 1 Corinthiens 6:9 (LSG)

Vidéo tirée de : https://youtu.be/6rO993_oPdk?t=2746

SITE: www.mohammedsanogo.org
Youtube: https://www.youtube.com/c/MohammedSANOGO
Twitter: https://twitter.com/MohammedSanogo
Instagram: https://www.instagram.com/mohammedsanogo/

#mohammedsanogo #gospel #Dieu #church #parole #message #jesus #vasesdhonneur",Je suis fière d’être le fils spirituel de cet homme ❤️,"Pasteur Mohammed Sanogo
January 22 at 2:02 PM ·

🔴 𝐍𝐄 𝐓𝐄 𝐋𝐀𝐈𝐒𝐒𝐄 𝐏𝐀𝐒 𝐓𝐑𝐎𝐌𝐏𝐄𝐑 𝐏𝐀𝐑 𝐂𝐄𝐒 𝐂𝐇𝐎𝐒𝐄𝐒 - 𝐏𝐀𝐒𝐓𝐄𝐔𝐑 𝐌𝐎𝐇𝐀𝐌𝐌𝐄𝐃 𝐒𝐀𝐍𝐎𝐆𝐎

""Ne savez-vous pas que les injustes n'hériteront point le royaume de Dieu? Ne vous y trompez pas: ni les impudiques, ni les idolâtres, ni les adultères, ni les efféminés, ... n'hériteront le royaume de Dieu "" 1 Corinthiens 6:9 (LSG)

Vidéo tirée de : https://youtu.be/6rO993_oPdk?t=2746

SITE: www.mohammedsanogo.org
Youtube: https://www.youtube.com/c/MohammedSANOGO
Twitter: https://twitter.com/MohammedSanogo
Instagram: https://www.instagram.com/mohammedsanogo/

#mohammedsanogo #gospel #Dieu #church #parole #message #jesus #vasesdhonneur",2021-01-22 21:40:37,,https://video-cdg2-1.xx.fbcdn.net/v/t42.1790-2/10000000_114916917116955_5184475972176693047_n.mp4?_nc_cat=102&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=qldZ5NjSu2MAX9Cge-k&_nc_ht=video-cdg2-1.xx&oh=684bd586170207c7e6e8ce90f3fc04f1&oe=6054FD99,https://scontent-cdg2-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/137718999_168515914669322_5779494682671578603_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=eU-5Xenw22cAX_wuNy8&_nc_ht=scontent-cdg2-1.xx&tp=3&oh=2a774e82892a87226d3a4f9248a8f02b&oe=6079B22E,900539510774486,1563,45,336,https://facebook.com/ksbloomofficiel/posts/466671491386200,https://youtu.be/6rO993_oPdk?t=2746,112105906842762,Ks Bloom,False,,900539510774486,2021-01-22 14:02:00,207689899338299,Pasteur Mohammed Sanogo,https://facebook.com/story.php?story_fbid=900539510774486&id=207689899338299,[]
466640238055992,"▶️Certains frères dans la foi se plaignent!

ils disent que le monde est devenu trop compliqué , que la tentation est trop et que le péché est devenu trop facile d’accès!
Et je suis très d’accord avec eux 🤞 !

-pour tricher c’est tellement facile , pour être vulgaire c’est facile ,pour forniquer c’est à la seconde même (pour la plus part d’entre nous il suffit juste de prendre ton Tel , de passer un petit coup de fil et ""Souuuh"" , 3minutes plus tard le péché garre devant ton portail !
un jolie péché parfumé aussi 🤦‍♂️!)
—————————

🌕mais en même temps pour réussir dans les études c’est facile , on est dans une génération où 85% des élèves sont inconscients ,Si tu fais preuve d’un tout petit peu de conscience tu seras PREMIER de classe🥇!
la parole de Dieu est disponible sous toutes ses formes sur internet du coup pour bien méditer c’est facile!
aussi façon c’est facile de regarder les films X c’est comme ça que c’est facile de se documenter ,
du coup je pense qu’il faut juste savoir vers quelle facilité t’orienter 🔛

🌕En tout cas pour nous les Fils de Dieu la grande chose à savoir c’est que
LE SEIGNEUR NE NOUS A JAMAIS PROPHÉTISÉ LA FACILITÉ!!! bien au contraire !
Il a promis des tribulations ( Jean 16:33 )
mais ce qui est cool c’est qu’il a promis d’être avec nous pour les surmonter ( Josué 1:5 )!

-Restons Tranquille les gars , une fois au ciel toutes ces luttes seront derrières nous🙌 ,
On sera tous assis avec notre SEIGNEUR! Nos Héros de la foi, Nos familles !
CHACUN AVEC SON PLAT D’ALLOCO 🍽
En train de dire :
s’était pas facile hein 😅... mais on l’a fait✊🎉 !
on a combattu le bon combat , on a GARDÉ LA FOI !

#COMMANDOS 🔥💪
L’album arrive , ça s’appelle ""Allumez la lumière""
Contacte : +225 09250357
#ALLOCO ▶️ : https://youtu.be/QTWOvEo54nk","▶️Certains frères dans la foi se plaignent!

ils disent que le monde est devenu trop compliqué , que la tentation est trop et que le péché est devenu trop facile d’accès!
Et je suis très d’accord avec eux 🤞 !

-pour tricher c’est tellement facile , pour être vulgaire c’est facile ,pour forniquer c’est à la seconde même (pour la plus part d’entre nous il suffit juste de prendre ton Tel , de passer un petit coup de fil et ""Souuuh"" , 3minutes plus tard le péché garre devant ton portail !
un jolie péché parfumé aussi 🤦‍♂️!)
—————————

🌕mais en même temps pour réussir dans les études c’est facile , on est dans une génération où 85% des élèves sont inconscients ,Si tu fais preuve d’un tout petit peu de conscience tu seras PREMIER de classe🥇!
la parole de Dieu est disponible sous toutes ses formes sur internet du coup pour bien méditer c’est facile!
aussi façon c’est facile de regarder les films X c’est comme ça que c’est facile de se documenter ,
du coup je pense qu’il faut juste savoir vers quelle facilité t’orienter 🔛

🌕En tout cas pour nous les Fils de Dieu la grande chose à savoir c’est que
LE SEIGNEUR NE NOUS A JAMAIS PROPHÉTISÉ LA FACILITÉ!!! bien au contraire !
Il a promis des tribulations ( Jean 16:33 )
mais ce qui est cool c’est qu’il a promis d’être avec nous pour les surmonter ( Josué 1:5 )!

-Restons Tranquille les gars , une fois au ciel toutes ces luttes seront derrières nous🙌 ,
On sera tous assis avec notre SEIGNEUR! Nos Héros de la foi, Nos familles !
CHACUN AVEC SON PLAT D’ALLOCO 🍽
En train de dire :
s’était pas facile hein 😅... mais on l’a fait✊🎉 !
on a combattu le bon combat , on a GARDÉ LA FOI !

#COMMANDOS 🔥💪
L’album arrive , ça s’appelle ""Allumez la lumière""
Contacte : +225 09250357
#ALLOCO ▶️ : https://youtu.be/QTWOvEo54nk",,2021-01-22 20:32:21,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/141739503_466638888056127_4834357038750719274_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=aI1KGcCAmgkAX-xrZsU&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=b6ee88ada3bf8711f639ba2156fc4759&oe=607AFA3C,,,,8808,407,0,https://facebook.com/ksbloomofficiel/posts/466640238055992,,112105906842762,Ks Bloom,False,,,,,,,['https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/141739503_466638888056127_4834357038750719274_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=aI1KGcCAmgkAX-xrZsU&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=b6ee88ada3bf8711f639ba2156fc4759&oe=607AFA3C']
461802218539794,"Que dire ?

——
L’album arrive ça s’appelle ""Allumez la lumière""
Clip 👉 : https://youtu.be/QTWOvEo54nk
Whatsapp : +225 09250357
———
#ALLUMEZ_LA_LUMIÈRE 📀","Que dire ?

——
L’album arrive ça s’appelle ""Allumez la lumière""
Clip 👉 : https://youtu.be/QTWOvEo54nk
Whatsapp : +225 09250357
———
#ALLUMEZ_LA_LUMIÈRE 📀",,2021-01-15 00:01:44,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/10000000_941152379623312_2953704493748878998_n.mp4?_nc_cat=106&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=Ay4lDWqLGJMAX9cED1O&_nc_oc=AQntoxYQ9_-VfvCejSn02adLtJtAA4h5cW97hdYiEDtHo0U_rS7noWWIynsRNBU32bGkmSSa1qjpJoQWwgXiO03P&_nc_ht=video-cdt1-1.xx&oh=b528ac40bf802ff0e5e4f40d41d6752d&oe=6054F39E,https://scontent-cdg2-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/130206734_507840830189670_1014431339372059810_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=MdpD_eEanlQAX-kxgva&_nc_ht=scontent-cdg2-1.xx&tp=9&oh=5c2fa00b7952e2eaaaaff2e7ca417441&oe=607A32F2,507823940191359,34616,3014,0,https://facebook.com/ksbloomofficiel/videos/507823940191359,https://youtu.be/QTWOvEo54nk,112105906842762,Ks Bloom,False,,,,,,,[]
